words,pos,stemmed,type,postag,pattern
rumor,adj,n,strongsubj,_jj,^rumor_jj
rumor,noun,n,strongsubj,_nn,^rumor_nn
rumors,adj,n,strongsubj,_jj,^rumors_jj
rumors,noun,n,strongsubj,_nn,^rumors_nn
rumours,adj,n,strongsubj,_jj,^rumours_jj
rumours,noun,n,strongsubj,_nn,^rumours_nn
rumple,verb,y,strongsubj,_vb,^rumple_vb
run-down,adj,n,strongsubj,_jj,^run-down_jj
runaway,verb,n,strongsubj,_vb,^runaway_vb
rupture,noun,n,weaksubj,_nn,^rupture_nn
rupture,verb,y,weaksubj,_vb,^rupture_vb
rusty,adj,n,strongsubj,_jj,^rusty_jj
ruthless,adj,n,strongsubj,_jj,^ruthless_jj
ruthlessly,anypos,n,strongsubj,,^ruthlessly
ruthlessness,noun,n,strongsubj,_nn,^ruthlessness_nn
sabotage,verb,y,strongsubj,_vb,^sabotage_vb
sacrifice,adj,n,strongsubj,_jj,^sacrifice_jj
sacrifice,noun,n,strongsubj,_nn,^sacrifice_nn
sad,adj,n,strongsubj,_jj,^sad_jj
sad,anypos,y,strongsubj,,^sad
sadden,verb,y,strongsubj,_vb,^sadden_vb
sadly,anypos,n,strongsubj,,^sadly
sadness,noun,n,strongsubj,_nn,^sadness_nn
sag,verb,y,weaksubj,_vb,^sag_vb
salacious,adj,n,strongsubj,_jj,^salacious_jj
sanctimonious,adj,n,strongsubj,_jj,^sanctimonious_jj
sanctimonious,noun,n,strongsubj,_nn,^sanctimonious_nn
sap,verb,y,strongsubj,_vb,^sap_vb
sarcasm,noun,n,strongsubj,_nn,^sarcasm_nn
sarcastic,adj,n,strongsubj,_jj,^sarcastic_jj
sarcastically,adverb,n,strongsubj,_rb,^sarcastically_rb
sardonic,adj,n,strongsubj,_jj,^sardonic_jj
sardonically,adverb,n,strongsubj,_rb,^sardonically_rb
sass,noun,n,strongsubj,_nn,^sass_nn
sass,verb,y,strongsubj,_vb,^sass_vb
satirical,adj,n,strongsubj,_jj,^satirical_jj
satirize,verb,y,strongsubj,_vb,^satirize_vb
savage,adj,n,strongsubj,_jj,^savage_jj
savage,noun,n,strongsubj,_nn,^savage_nn
savage,verb,y,strongsubj,_vb,^savage_vb
savaged,adj,n,strongsubj,_jj,^savaged_jj
savagely,anypos,n,strongsubj,,^savagely
savagery,noun,n,strongsubj,_nn,^savagery_nn
savages,noun,n,strongsubj,_nn,^savages_nn
scandal,adj,n,weaksubj,_jj,^scandal_jj
scandal,noun,n,weaksubj,_nn,^scandal_nn
scandalize,verb,y,strongsubj,_vb,^scandalize_vb
scandalized,adj,n,strongsubj,_jj,^scandalized_jj
scandalous,anypos,n,strongsubj,,^scandalous
scandalously,anypos,n,strongsubj,,^scandalously
scandals,noun,n,strongsubj,_nn,^scandals_nn
scant,adj,n,weaksubj,_jj,^scant_jj
scapegoat,noun,n,strongsubj,_nn,^scapegoat_nn
scar,noun,n,strongsubj,_nn,^scar_nn
scar,verb,y,strongsubj,_vb,^scar_vb
scarred,adj,n,strongsubj,_jj,^scarred_jj
scarce,adj,n,weaksubj,_jj,^scarce_jj
scarcely,anypos,n,strongsubj,,^scarcely
scarcity,noun,n,weaksubj,_nn,^scarcity_nn
scare,verb,y,strongsubj,_vb,^scare_vb
scared,adj,n,strongsubj,_jj,^scared_jj
scarier,adj,n,strongsubj,_jj,^scarier_jj
scariest,adj,n,strongsubj,_jj,^scariest_jj
scarily,anypos,n,strongsubj,,^scarily
scars,adj,n,strongsubj,_jj,^scars_jj
scars,noun,n,strongsubj,_nn,^scars_nn
scary,adj,n,strongsubj,_jj,^scary_jj
scary,anypos,n,strongsubj,,^scary
scathing,adj,n,strongsubj,_jj,^scathing_jj
scathingly,anypos,n,strongsubj,,^scathingly
scheme,noun,n,weaksubj,_nn,^scheme_nn
scheme,verb,y,weaksubj,_vb,^scheme_vb
scheming,anypos,n,strongsubj,,^scheming
scoff,verb,y,strongsubj,_vb,^scoff_vb
scoffingly,anypos,n,strongsubj,,^scoffingly
scold,verb,y,strongsubj,_vb,^scold_vb
scolding,noun,n,strongsubj,_nn,^scolding_nn
scoldingly,anypos,n,strongsubj,,^scoldingly
scorching,anypos,n,strongsubj,,^scorching
scorchingly,anypos,n,strongsubj,,^scorchingly
scorn,verb,y,strongsubj,_vb,^scorn_vb
scornful,anypos,n,strongsubj,,^scornful
scornfully,anypos,n,strongsubj,,^scornfully
scoundrel,noun,n,strongsubj,_nn,^scoundrel_nn
scourge,noun,n,strongsubj,_nn,^scourge_nn
scowl,noun,n,strongsubj,_nn,^scowl_nn
scowl,verb,y,strongsubj,_vb,^scowl_vb
scream,verb,y,strongsubj,_vb,^scream_vb
screech,noun,n,strongsubj,_nn,^screech_nn
screech,verb,y,strongsubj,_vb,^screech_vb
screw,verb,y,weaksubj,_vb,^screw_vb
scum,noun,n,strongsubj,_nn,^scum_nn
scummy,adj,n,strongsubj,_jj,^scummy_jj
second-class,adj,n,strongsubj,_jj,^second-class_jj
second-tier,adj,n,weaksubj,_jj,^second-tier_jj
secretive,adj,n,weaksubj,_jj,^secretive_jj
secretive,noun,n,weaksubj,_nn,^secretive_nn
sedentary,adj,n,weaksubj,_jj,^sedentary_jj
seedy,adj,n,strongsubj,_jj,^seedy_jj
seethe,verb,y,strongsubj,_vb,^seethe_vb
seething,adj,n,strongsubj,_jj,^seething_jj
self-coup,adj,n,strongsubj,_jj,^self-coup_jj
self-coup,noun,n,strongsubj,_nn,^self-coup_nn
self-criticism,adj,n,strongsubj,_jj,^self-criticism_jj
self-criticism,noun,n,strongsubj,_nn,^self-criticism_nn
self-defeating,adj,n,weaksubj,_jj,^self-defeating_jj
self-destructive,adj,n,strongsubj,_jj,^self-destructive_jj
self-humiliation,adj,n,strongsubj,_jj,^self-humiliation_jj
self-humiliation,noun,n,strongsubj,_nn,^self-humiliation_nn
self-interest,adj,n,strongsubj,_jj,^self-interest_jj
self-interest,noun,n,strongsubj,_nn,^self-interest_nn
self-interested,anypos,n,strongsubj,,^self-interested
self-serving,adj,n,strongsubj,_jj,^self-serving_jj
self-serving,noun,n,strongsubj,_nn,^self-serving_nn
selfinterested,anypos,n,strongsubj,,^selfinterested
selfish,anypos,n,strongsubj,,^selfish
selfishly,anypos,n,strongsubj,,^selfishly
selfishness,noun,n,strongsubj,_nn,^selfishness_nn
senile,adj,n,strongsubj,_jj,^senile_jj
sensationalize,anypos,y,strongsubj,,^sensationalize
senseless,adj,n,strongsubj,_jj,^senseless_jj
senselessly,anypos,n,strongsubj,,^senselessly
serious,anypos,n,strongsubj,,^serious
seriously,anypos,n,strongsubj,,^seriously
seriousness,noun,n,strongsubj,_nn,^seriousness_nn
sermonize,verb,y,strongsubj,_vb,^sermonize_vb
servitude,noun,n,strongsubj,_nn,^servitude_nn
set-up,adj,n,strongsubj,_jj,^set-up_jj
set-up,noun,n,strongsubj,_nn,^set-up_nn
sever,adj,n,weaksubj,_jj,^sever_jj
severe,adj,n,weaksubj,_jj,^severe_jj
severe,anypos,n,strongsubj,,^severe
severely,anypos,n,strongsubj,,^severely
severity,noun,n,strongsubj,_nn,^severity_nn
shabby,adj,n,strongsubj,_jj,^shabby_jj
shadow,verb,y,strongsubj,_vb,^shadow_vb
shadowy,adj,n,weaksubj,_jj,^shadowy_jj
shady,adj,n,strongsubj,_jj,^shady_jj
shake,verb,y,weaksubj,_vb,^shake_vb
shaky,adj,n,weaksubj,_jj,^shaky_jj
shallow,adj,n,weaksubj,_jj,^shallow_jj
sham,adj,n,strongsubj,_jj,^sham_jj
shambles,adj,n,strongsubj,_jj,^shambles_jj
shame,noun,n,strongsubj,_nn,^shame_nn
shame,verb,y,strongsubj,_vb,^shame_vb
shameful,adj,n,strongsubj,_jj,^shameful_jj
shameful,noun,n,strongsubj,_nn,^shameful_nn
shamefully,anypos,n,strongsubj,,^shamefully
shamefully,noun,n,strongsubj,_nn,^shamefully_nn
shamefulness,noun,n,strongsubj,_nn,^shamefulness_nn
shameless,adj,n,strongsubj,_jj,^shameless_jj
shamelessly,anypos,n,strongsubj,,^shamelessly
shamelessness,noun,n,strongsubj,_nn,^shamelessness_nn
shark,noun,n,strongsubj,_nn,^shark_nn
sharp,adj,n,weaksubj,_jj,^sharp_jj
sharply,adverb,n,weaksubj,_rb,^sharply_rb
shatter,verb,y,strongsubj,_vb,^shatter_vb
sheer,adj,n,strongsubj,_jj,^sheer_jj
shirk,verb,y,strongsubj,_vb,^shirk_vb
shirker,anypos,n,strongsubj,,^shirker
shipwreck,noun,n,weaksubj,_nn,^shipwreck_nn
shiver,verb,y,strongsubj,_vb,^shiver_vb
shock,adj,n,strongsubj,_jj,^shock_jj
shock,noun,n,strongsubj,_nn,^shock_nn
shock,verb,y,strongsubj,_vb,^shock_vb
shocking,adj,n,strongsubj,_jj,^shocking_jj
shockingly,anypos,n,strongsubj,,^shockingly
shoddy,adj,n,strongsubj,_jj,^shoddy_jj
short-lived,adj,n,weaksubj,_jj,^short-lived_jj
shortage,noun,n,weaksubj,_nn,^shortage_nn
shortchange,verb,y,strongsubj,_vb,^shortchange_vb
shortcoming,noun,n,strongsubj,_nn,^shortcoming_nn
shortcomings,noun,n,strongsubj,_nn,^shortcomings_nn
shortsighted,anypos,n,strongsubj,,^shortsighted
shortsightedness,anypos,n,strongsubj,,^shortsightedness
showdown,adj,n,weaksubj,_jj,^showdown_jj
showdown,noun,n,weaksubj,_nn,^showdown_nn
shred,noun,n,weaksubj,_nn,^shred_nn
shred,verb,y,weaksubj,_vb,^shred_vb
shrew,noun,n,strongsubj,_nn,^shrew_nn
shriek,verb,y,strongsubj,_vb,^shriek_vb
shrill,adj,n,strongsubj,_jj,^shrill_jj
shrill,noun,n,strongsubj,_nn,^shrill_nn
shrilly,anypos,n,strongsubj,,^shrilly
shrivel,verb,y,strongsubj,_vb,^shrivel_vb
shroud,verb,y,strongsubj,_vb,^shroud_vb
shrouded,verb,n,strongsubj,_vb,^shrouded_vb
shrug,noun,n,weaksubj,_nn,^shrug_nn
shrug,verb,y,weaksubj,_vb,^shrug_vb
shun,verb,y,strongsubj,_vb,^shun_vb
shunned,adj,n,strongsubj,_jj,^shunned_jj
shy,adj,n,strongsubj,_jj,^shy_jj
shyly,adverb,n,strongsubj,_rb,^shyly_rb
shyness,noun,n,strongsubj,_nn,^shyness_nn
sick,adj,n,weaksubj,_jj,^sick_jj
sicken,verb,y,weaksubj,_vb,^sicken_vb
sickly,adverb,n,strongsubj,_rb,^sickly_rb
sickening,adj,n,strongsubj,_jj,^sickening_jj
sickening,anypos,n,strongsubj,,^sickening
sickeningly,anypos,n,strongsubj,,^sickeningly
sickness,noun,n,weaksubj,_nn,^sickness_nn
sidetrack,verb,y,strongsubj,_vb,^sidetrack_vb
sidetracked,adj,n,strongsubj,_jj,^sidetracked_jj
siege,noun,n,weaksubj,_nn,^siege_nn
sillily,anypos,n,strongsubj,,^sillily
silly,anypos,n,strongsubj,,^silly
simmer,verb,y,strongsubj,_vb,^simmer_vb
simplistic,adj,n,strongsubj,_jj,^simplistic_jj
simplistic,noun,n,strongsubj,_nn,^simplistic_nn
simplistically,anypos,n,strongsubj,,^simplistically
sin,adj,n,strongsubj,_jj,^sin_jj
sin,noun,n,strongsubj,_nn,^sin_nn
sinful,adj,n,strongsubj,_jj,^sinful_jj
sinfully,adverb,n,strongsubj,_rb,^sinfully_rb
sinister,adj,n,strongsubj,_jj,^sinister_jj
sinisterly,anypos,n,strongsubj,,^sinisterly
sinking,adj,n,weaksubj,_jj,^sinking_jj
sinking,noun,n,weaksubj,_nn,^sinking_nn
skeletons,adj,n,strongsubj,_jj,^skeletons_jj
skeletons,noun,n,strongsubj,_nn,^skeletons_nn
skeptical,adj,n,strongsubj,_jj,^skeptical_jj
skeptical,noun,n,strongsubj,_nn,^skeptical_nn
skeptically,anypos,n,strongsubj,,^skeptically
skepticism,adj,n,strongsubj,_jj,^skepticism_jj
skepticism,noun,n,strongsubj,_nn,^skepticism_nn
sketchy,adj,n,weaksubj,_jj,^sketchy_jj
skimpy,adj,n,weaksubj,_jj,^skimpy_jj
skittish,adj,n,strongsubj,_jj,^skittish_jj
skittish,anypos,y,strongsubj,,^skittish
skittishly,anypos,n,strongsubj,,^skittishly
skulk,verb,y,strongsubj,_vb,^skulk_vb
skyrocketing,adj,n,weaksubj,_jj,^skyrocketing_jj
slack,adj,n,weaksubj,_jj,^slack_jj
slander,noun,n,strongsubj,_nn,^slander_nn
slander,verb,y,strongsubj,_vb,^slander_vb
slanderer,noun,n,strongsubj,_nn,^slanderer_nn
slanderous,adj,n,strongsubj,_jj,^slanderous_jj
slanderously,anypos,n,strongsubj,,^slanderously
slanders,adj,n,strongsubj,_jj,^slanders_jj
slanders,noun,n,strongsubj,_nn,^slanders_nn
slap,verb,y,strongsubj,_vb,^slap_vb
slashing,adj,n,strongsubj,_jj,^slashing_jj
slashing,noun,n,strongsubj,_nn,^slashing_nn
slaughter,adj,n,weaksubj,_jj,^slaughter_jj
slaughter,noun,n,weaksubj,_nn,^slaughter_nn
slaughter,verb,y,weaksubj,_vb,^slaughter_vb
slaughtered,adj,n,weaksubj,_jj,^slaughtered_jj
slaves,adj,n,strongsubj,_jj,^slaves_jj
slaves,noun,n,strongsubj,_nn,^slaves_nn
sleazy,adj,n,strongsubj,_jj,^sleazy_jj
slight,adj,n,weaksubj,_jj,^slight_jj
slight,noun,n,weaksubj,_nn,^slight_nn
slight,verb,y,weaksubj,_vb,^slight_vb
slightly,adverb,n,weaksubj,_rb,^slightly_rb
slime,noun,n,strongsubj,_nn,^slime_nn
sloppy,adj,n,strongsubj,_jj,^sloppy_jj
sloppily,adverb,n,strongsubj,_rb,^sloppily_rb
sloth,noun,n,strongsubj,_nn,^sloth_nn
slothful,adj,n,strongsubj,_jj,^slothful_jj
slow,adj,n,weaksubj,_jj,^slow_jj
slowly,adverb,n,weaksubj,_rb,^slowly_rb
slow-moving,adj,n,weaksubj,_jj,^slow-moving_jj
slug,noun,n,weaksubj,_nn,^slug_nn
sluggish,adj,n,weaksubj,_jj,^sluggish_jj
slump,adj,n,weaksubj,_jj,^slump_jj
slump,noun,n,weaksubj,_nn,^slump_nn
slur,noun,n,strongsubj,_nn,^slur_nn
sly,adj,n,strongsubj,_jj,^sly_jj
smack,adj,n,strongsubj,_jj,^smack_jj
smack,noun,n,strongsubj,_nn,^smack_nn
smash,noun,n,weaksubj,_nn,^smash_nn
smash,verb,y,weaksubj,_vb,^smash_vb
smear,verb,y,weaksubj,_vb,^smear_vb
smelling,anypos,y,weaksubj,,^smelling
smokescreen,adj,n,strongsubj,_jj,^smokescreen_jj
smokescreen,noun,n,strongsubj,_nn,^smokescreen_nn
smolder,verb,y,strongsubj,_vb,^smolder_vb
smoldering,adj,n,strongsubj,_jj,^smoldering_jj
smother,verb,y,strongsubj,_vb,^smother_vb
smoulder,verb,y,strongsubj,_vb,^smoulder_vb
smouldering,anypos,n,strongsubj,,^smouldering
smug,adj,n,strongsubj,_jj,^smug_jj
smugly,adverb,n,strongsubj,_rb,^smugly_rb
smut,noun,n,strongsubj,_nn,^smut_nn
smuttier,adj,n,strongsubj,_jj,^smuttier_jj
smuttiest,adj,n,strongsubj,_jj,^smuttiest_jj
smutty,adj,n,strongsubj,_jj,^smutty_jj
snare,noun,n,weaksubj,_nn,^snare_nn
snarl,noun,n,weaksubj,_nn,^snarl_nn
snarl,verb,y,weaksubj,_vb,^snarl_vb
snatch,verb,y,weaksubj,_vb,^snatch_vb
sneak,noun,n,weaksubj,_nn,^sneak_nn
sneak,verb,y,weaksubj,_vb,^sneak_vb
sneakily,adverb,n,weaksubj,_rb,^sneakily_rb
sneaky,adj,n,weaksubj,_jj,^sneaky_jj
sneer,noun,n,strongsubj,_nn,^sneer_nn
sneer,verb,y,strongsubj,_vb,^sneer_vb
sneering,anypos,n,strongsubj,,^sneering
sneeringly,anypos,n,strongsubj,,^sneeringly
snub,verb,y,strongsubj,_vb,^snub_vb
so-cal,adj,n,strongsubj,_jj,^so-cal_jj
so-called,anypos,n,strongsubj,,^so-called
sob,verb,y,strongsubj,_vb,^sob_vb
sober,adj,n,strongsubj,_jj,^sober_jj
sober,verb,y,weaksubj,_vb,^sober_vb
sobering,adj,n,strongsubj,_jj,^sobering_jj
solemn,adj,n,weaksubj,_jj,^solemn_jj
solemn,noun,n,weaksubj,_nn,^solemn_nn
somber,adj,n,strongsubj,_jj,^somber_jj
sore,adj,n,strongsubj,_jj,^sore_jj
sore,noun,n,strongsubj,_nn,^sore_nn
sorely,anypos,n,strongsubj,,^sorely
soreness,noun,n,weaksubj,_nn,^soreness_nn
sorrow,noun,n,strongsubj,_nn,^sorrow_nn
sorrow,verb,y,weaksubj,_vb,^sorrow_vb
sorrowful,anypos,n,strongsubj,,^sorrowful
sorrowfully,anypos,n,strongsubj,,^sorrowfully
sorry,adj,n,strongsubj,_jj,^sorry_jj
sounding,anypos,n,weaksubj,,^sounding
sour,adj,n,weaksubj,_jj,^sour_jj
sourly,adj,n,weaksubj,_jj,^sourly_jj
spade,adj,n,strongsubj,_jj,^spade_jj
spade,noun,n,strongsubj,_nn,^spade_nn
spank,verb,y,strongsubj,_vb,^spank_vb
spilling,adj,n,strongsubj,_jj,^spilling_jj
spilling,noun,n,strongsubj,_nn,^spilling_nn
spinster,noun,n,weaksubj,_nn,^spinster_nn
spiritless,adj,n,strongsubj,_jj,^spiritless_jj
spite,noun,n,strongsubj,_nn,^spite_nn
spiteful,adj,n,strongsubj,_jj,^spiteful_jj
spitefully,anypos,n,strongsubj,,^spitefully
spitefulness,noun,n,strongsubj,_nn,^spitefulness_nn
split,noun,n,weaksubj,_nn,^split_nn
split,verb,y,weaksubj,_vb,^split_vb
splitting,adj,n,weaksubj,_jj,^splitting_jj
spoil,verb,y,strongsubj,_vb,^spoil_vb
spook,verb,y,strongsubj,_vb,^spook_vb
spookier,adj,n,strongsubj,_jj,^spookier_jj
spookiest,adj,n,strongsubj,_jj,^spookiest_jj
spookily,anypos,n,strongsubj,,^spookily
spooky,adj,n,strongsubj,_jj,^spooky_jj
spooky,anypos,n,strongsubj,,^spooky
spoon-fed,anypos,n,strongsubj,,^spoon-fed
spoon-feed,verb,y,strongsubj,_vb,^spoon-feed_vb
spoonfed,anypos,n,strongsubj,,^spoonfed
sporadic,adj,n,weaksubj,_jj,^sporadic_jj
spot,adj,n,weaksubj,_jj,^spot_jj
spotty,adj,n,weaksubj,_jj,^spotty_jj
spurious,adj,n,strongsubj,_jj,^spurious_jj
spurn,verb,y,strongsubj,_vb,^spurn_vb
sputter,verb,y,strongsubj,_vb,^sputter_vb
squabble,verb,y,strongsubj,_vb,^squabble_vb
squabbling,anypos,n,strongsubj,,^squabbling
squander,verb,y,strongsubj,_vb,^squander_vb
squash,verb,y,strongsubj,_vb,^squash_vb
squirm,verb,y,strongsubj,_vb,^squirm_vb
stab,verb,y,weaksubj,_vb,^stab_vb
stagger,verb,y,weaksubj,_vb,^stagger_vb
staggering,adj,n,strongsubj,_jj,^staggering_jj
staggeringly,anypos,n,strongsubj,,^staggeringly
stagnant,adj,n,weaksubj,_jj,^stagnant_jj
stagnate,verb,y,strongsubj,_vb,^stagnate_vb
stagnation,noun,n,strongsubj,_nn,^stagnation_nn
staid,adj,n,strongsubj,_jj,^staid_jj
stain,verb,y,weaksubj,_vb,^stain_vb
stake,adj,n,weaksubj,_jj,^stake_jj
stake,noun,n,weaksubj,_nn,^stake_nn
stale,adj,n,strongsubj,_jj,^stale_jj
stalemate,noun,n,strongsubj,_nn,^stalemate_nn
stammer,verb,y,strongsubj,_vb,^stammer_vb
stampede,adj,n,weaksubj,_jj,^stampede_jj
stampede,noun,n,weaksubj,_nn,^stampede_nn
standstill,noun,n,strongsubj,_nn,^standstill_nn
stark,adj,n,strongsubj,_jj,^stark_jj
starkly,anypos,n,strongsubj,,^starkly
startle,verb,y,strongsubj,_vb,^startle_vb
startling,anypos,n,strongsubj,,^startling
startlingly,anypos,n,strongsubj,,^startlingly
starvation,noun,n,weaksubj,_nn,^starvation_nn
starve,verb,y,weaksubj,_vb,^starve_vb
static,adj,n,weaksubj,_jj,^static_jj
steal,verb,y,weaksubj,_vb,^steal_vb
stealing,noun,n,weaksubj,_nn,^stealing_nn
steep,adj,n,weaksubj,_jj,^steep_jj
steeply,adverb,n,weaksubj,_rb,^steeply_rb
stench,anypos,n,strongsubj,,^stench
stereotype,noun,n,strongsubj,_nn,^stereotype_nn
stereotypical,anypos,n,strongsubj,,^stereotypical
stereotypically,anypos,n,strongsubj,,^stereotypically
stern,adj,n,strongsubj,_jj,^stern_jj
stern,noun,n,strongsubj,_nn,^stern_nn
stew,verb,y,strongsubj,_vb,^stew_vb
sticky,adj,n,weaksubj,_jj,^sticky_jj
stiff,adj,n,weaksubj,_jj,^stiff_jj
stifle,verb,y,strongsubj,_vb,^stifle_vb
stifling,anypos,n,strongsubj,,^stifling
stiflingly,anypos,n,strongsubj,,^stiflingly
stigma,noun,n,strongsubj,_nn,^stigma_nn
stigma,verb,y,strongsubj,_vb,^stigma_vb
stigmatize,verb,y,strongsubj,_vb,^stigmatize_vb
sting,adj,n,strongsubj,_jj,^sting_jj
sting,noun,n,weaksubj,_nn,^sting_nn
sting,verb,y,weaksubj,_vb,^sting_vb
stinging,adj,n,strongsubj,_jj,^stinging_jj
stingingly,adj,n,strongsubj,_jj,^stingingly_jj
stink,noun,n,strongsubj,_nn,^stink_nn
stink,verb,y,strongsubj,_vb,^stink_vb
stinking,anypos,n,strongsubj,,^stinking
stodgy,adj,n,strongsubj,_jj,^stodgy_jj
stole,verb,n,weaksubj,_vb,^stole_vb
stolen,adj,n,weaksubj,_jj,^stolen_jj
stolen,verb,n,weaksubj,_vb,^stolen_vb
stooge,anypos,n,strongsubj,,^stooge
stooges,adj,n,strongsubj,_jj,^stooges_jj
stooges,noun,n,strongsubj,_nn,^stooges_nn
storm,verb,y,weaksubj,_vb,^storm_vb
stormy,adj,n,weaksubj,_jj,^stormy_jj
straggle,verb,y,weaksubj,_vb,^straggle_vb
straggler,noun,n,weaksubj,_nn,^straggler_nn
strain,noun,n,weaksubj,_nn,^strain_nn
strain,verb,y,weaksubj,_vb,^strain_vb
strained,adj,n,weaksubj,_jj,^strained_jj
strange,adj,n,strongsubj,_jj,^strange_jj
strange,anypos,y,strongsubj,,^strange
strangely,anypos,y,strongsubj,,^strangely
stranger,anypos,y,strongsubj,,^stranger
strangest,anypos,y,strongsubj,,^strangest
strangle,verb,y,weaksubj,_vb,^strangle_vb
strenuous,adj,n,weaksubj,_jj,^strenuous_jj
stress,noun,n,strongsubj,_nn,^stress_nn
stress,verb,y,strongsubj,_vb,^stress_vb
stressful,adj,n,strongsubj,_jj,^stressful_jj
stressfully,adverb,n,strongsubj,_rb,^stressfully_rb
stricken,adj,n,strongsubj,_jj,^stricken_jj
strict,adj,n,strongsubj,_jj,^strict_jj
strictly,adverb,n,strongsubj,_rb,^strictly_rb
strident,adj,n,strongsubj,_jj,^strident_jj
stridently,adverb,n,strongsubj,_rb,^stridently_rb
strife,noun,n,strongsubj,_nn,^strife_nn
strike,verb,y,weaksubj,_vb,^strike_vb
stringent,adj,n,weaksubj,_jj,^stringent_jj
stringently,adverb,n,weaksubj,_rb,^stringently_rb
struck,verb,y,weaksubj,_vb,^struck_vb
struggle,adj,n,strongsubj,_jj,^struggle_jj
struggle,noun,n,strongsubj,_nn,^struggle_nn
strut,verb,y,strongsubj,_vb,^strut_vb
stubborn,adj,n,strongsubj,_jj,^stubborn_jj
stubbornly,adverb,n,strongsubj,_rb,^stubbornly_rb
stubbornness,noun,n,strongsubj,_nn,^stubbornness_nn
stuffy,adj,n,strongsubj,_jj,^stuffy_jj
stumble,anypos,y,weaksubj,,^stumble
stump,verb,y,weaksubj,_vb,^stump_vb
stun,verb,y,weaksubj,_vb,^stun_vb
stunt,noun,n,weaksubj,_nn,^stunt_nn
stunted,adj,n,weaksubj,_jj,^stunted_jj
stupid,anypos,n,strongsubj,,^stupid
stupidity,noun,n,strongsubj,_nn,^stupidity_nn
stupidly,anypos,n,strongsubj,,^stupidly
stupified,adj,n,strongsubj,_jj,^stupified_jj
stupify,verb,y,strongsubj,_vb,^stupify_vb
stupor,noun,n,strongsubj,_nn,^stupor_nn
sty,adj,n,strongsubj,_jj,^sty_jj
sty,noun,n,strongsubj,_nn,^sty_nn
subdued,adj,n,weaksubj,_jj,^subdued_jj
subjected,anypos,n,weaksubj,,^subjected
subjection,noun,n,weaksubj,_nn,^subjection_nn
subjugate,noun,n,strongsubj,_nn,^subjugate_nn
subjugate,verb,y,strongsubj,_vb,^subjugate_vb
subjugation,noun,n,strongsubj,_nn,^subjugation_nn
submissive,adj,n,weaksubj,_jj,^submissive_jj
subordinate,adj,n,weaksubj,_jj,^subordinate_jj
subordinate,noun,n,weaksubj,_nn,^subordinate_nn
subservience,noun,n,strongsubj,_nn,^subservience_nn
subservient,adj,n,strongsubj,_jj,^subservient_jj
subside,verb,y,weaksubj,_vb,^subside_vb
substandard,adj,n,weaksubj,_jj,^substandard_jj
subtract,verb,y,weaksubj,_vb,^subtract_vb
subversion,noun,n,weaksubj,_nn,^subversion_nn
subversive,adj,n,weaksubj,_jj,^subversive_jj
subversively,adverb,n,weaksubj,_rb,^subversively_rb
subvert,verb,y,weaksubj,_vb,^subvert_vb
succumb,verb,y,strongsubj,_vb,^succumb_vb
sucker,noun,n,strongsubj,_nn,^sucker_nn
suffer,verb,y,weaksubj,_vb,^suffer_vb
sufferer,noun,n,strongsubj,_nn,^sufferer_nn
sufferers,adj,n,strongsubj,_jj,^sufferers_jj
sufferers,noun,n,strongsubj,_nn,^sufferers_nn
suffering,adj,n,strongsubj,_jj,^suffering_jj
suffering,noun,n,strongsubj,_nn,^suffering_nn
suffocate,verb,y,strongsubj,_vb,^suffocate_vb
sugar-coat,verb,y,strongsubj,_vb,^sugar-coat_vb
sugar-coated,anypos,n,strongsubj,,^sugar-coated
sugarcoated,anypos,n,strongsubj,,^sugarcoated
suicidal,adj,n,weaksubj,_jj,^suicidal_jj
suicide,noun,n,weaksubj,_nn,^suicide_nn
sulk,verb,y,strongsubj,_vb,^sulk_vb
sullen,adj,n,strongsubj,_jj,^sullen_jj
sully,verb,y,strongsubj,_vb,^sully_vb
sunder,verb,y,strongsubj,_vb,^sunder_vb
superficial,adj,n,strongsubj,_jj,^superficial_jj
superficial,noun,n,strongsubj,_nn,^superficial_nn
superficiality,noun,n,strongsubj,_nn,^superficiality_nn
superficially,adverb,n,strongsubj,_rb,^superficially_rb
superfluous,adj,n,strongsubj,_jj,^superfluous_jj
superiority,adj,n,strongsubj,_jj,^superiority_jj
superiority,noun,n,strongsubj,_nn,^superiority_nn
superstition,noun,n,strongsubj,_nn,^superstition_nn
superstitious,noun,n,strongsubj,_nn,^superstitious_nn
supposed,anypos,y,weaksubj,,^supposed
suppress,verb,y,weaksubj,_vb,^suppress_vb
suppression,adj,n,weaksubj,_jj,^suppression_jj
suppression,noun,n,weaksubj,_nn,^suppression_nn
supremacy,adj,n,strongsubj,_jj,^supremacy_jj
supremacy,noun,n,strongsubj,_nn,^supremacy_nn
surrender,adj,n,weaksubj,_jj,^surrender_jj
surrender,noun,n,weaksubj,_nn,^surrender_nn
susceptible,adj,n,weaksubj,_jj,^susceptible_jj
suspect,adj,n,weaksubj,_jj,^suspect_jj
suspect,noun,n,weaksubj,_nn,^suspect_nn
suspicion,adj,n,weaksubj,_jj,^suspicion_jj
suspicion,noun,n,weaksubj,_nn,^suspicion_nn
suspicions,adj,n,strongsubj,_jj,^suspicions_jj
suspicions,noun,n,strongsubj,_nn,^suspicions_nn
suspicious,adj,n,strongsubj,_jj,^suspicious_jj
