words,pos,stemmed,type,postag,pattern
imperfectly,adverb,n,weaksubj,_rb,^imperfectly_rb
imperialist,noun,n,strongsubj,_nn,^imperialist_nn
imperious,adj,n,strongsubj,_jj,^imperious_jj
imperiously,adverb,n,strongsubj,_rb,^imperiously_rb
impermissible,adj,n,weaksubj,_jj,^impermissible_jj
impersonal,adj,n,weaksubj,_jj,^impersonal_jj
impertinent,adj,n,strongsubj,_jj,^impertinent_jj
impetuous,adj,n,strongsubj,_jj,^impetuous_jj
impiety,noun,n,strongsubj,_nn,^impiety_nn
impious,adj,n,strongsubj,_jj,^impious_jj
implacable,adj,n,strongsubj,_jj,^implacable_jj
implausible,adj,n,strongsubj,_jj,^implausible_jj
implication,adj,n,weaksubj,_jj,^implication_jj
implication,noun,n,weaksubj,_nn,^implication_nn
impolite,adj,n,strongsubj,_jj,^impolite_jj
impolitely,adverb,n,strongsubj,_rb,^impolitely_rb
impolitic,adj,n,strongsubj,_jj,^impolitic_jj
importunate,adj,n,strongsubj,_jj,^importunate_jj
imposers,adj,n,strongsubj,_jj,^imposers_jj
imposers,noun,n,strongsubj,_nn,^imposers_nn
imposing,adj,n,weaksubj,_jj,^imposing_jj
imposing,noun,n,weaksubj,_nn,^imposing_nn
imposition,adj,n,strongsubj,_jj,^imposition_jj
imposition,noun,n,strongsubj,_nn,^imposition_nn
impossible,adj,n,weaksubj,_jj,^impossible_jj
impossiblity,noun,n,weaksubj,_nn,^impossiblity_nn
impossibly,adverb,n,weaksubj,_rb,^impossibly_rb
impotent,adj,n,strongsubj,_jj,^impotent_jj
impotent,noun,n,strongsubj,_nn,^impotent_nn
impoverished,adj,n,weaksubj,_jj,^impoverished_jj
impractical,adj,n,strongsubj,_jj,^impractical_jj
impractical,noun,n,strongsubj,_nn,^impractical_nn
imprecise,adj,n,weaksubj,_jj,^imprecise_jj
imprecisely,adverb,n,weaksubj,_rb,^imprecisely_rb
imprecision,adj,n,weaksubj,_jj,^imprecision_jj
imprisonment,noun,n,weaksubj,_nn,^imprisonment_nn
improbability,noun,n,strongsubj,_nn,^improbability_nn
improbable,adj,n,strongsubj,_jj,^improbable_jj
improbably,adverb,n,strongsubj,_rb,^improbably_rb
improper,adj,n,strongsubj,_jj,^improper_jj
improperly,adverb,n,strongsubj,_rb,^improperly_rb
impropriety,noun,n,strongsubj,_nn,^impropriety_nn
imprudence,noun,n,strongsubj,_nn,^imprudence_nn
imprudent,adj,n,strongsubj,_jj,^imprudent_jj
impudence,noun,n,strongsubj,_nn,^impudence_nn
impudent,adj,n,strongsubj,_jj,^impudent_jj
impulsive,adj,n,strongsubj,_jj,^impulsive_jj
impulsively,adverb,n,strongsubj,_rb,^impulsively_rb
impunity,adj,n,weaksubj,_jj,^impunity_jj
impunity,noun,n,weaksubj,_nn,^impunity_nn
impure,adj,n,strongsubj,_jj,^impure_jj
impurity,noun,n,strongsubj,_nn,^impurity_nn
inability,adj,n,weaksubj,_jj,^inability_jj
inability,noun,n,weaksubj,_nn,^inability_nn
inaccessible,adj,n,weaksubj,_jj,^inaccessible_jj
inaccuracy,noun,n,weaksubj,_nn,^inaccuracy_nn
inaccuracies,noun,n,weaksubj,_nn,^inaccuracies_nn
inaccurate,adj,n,strongsubj,_jj,^inaccurate_jj
inaccurately,adverb,n,strongsubj,_rb,^inaccurately_rb
inaction,noun,n,weaksubj,_nn,^inaction_nn
inactive,adj,n,weaksubj,_jj,^inactive_jj
inadequacy,noun,n,weaksubj,_nn,^inadequacy_nn
inadequate,adj,n,weaksubj,_jj,^inadequate_jj
inadequately,adverb,n,weaksubj,_rb,^inadequately_rb
inadverent,adj,n,weaksubj,_jj,^inadverent_jj
inadverently,adverb,n,weaksubj,_rb,^inadverently_rb
inadvisable,adj,n,weaksubj,_jj,^inadvisable_jj
inadvisably,adverb,n,weaksubj,_rb,^inadvisably_rb
inane,adj,n,strongsubj,_jj,^inane_jj
inanely,adverb,n,strongsubj,_rb,^inanely_rb
inappropriate,adj,n,strongsubj,_jj,^inappropriate_jj
inappropriately,adverb,n,strongsubj,_rb,^inappropriately_rb
inapt,adj,n,strongsubj,_jj,^inapt_jj
inaptitude,noun,n,strongsubj,_nn,^inaptitude_nn
inarticulate,adj,n,strongsubj,_jj,^inarticulate_jj
inattentive,adj,n,strongsubj,_jj,^inattentive_jj
incapable,adj,n,strongsubj,_jj,^incapable_jj
incapably,adverb,n,strongsubj,_rb,^incapably_rb
incautious,adj,n,strongsubj,_jj,^incautious_jj
incessant,adj,n,strongsubj,_jj,^incessant_jj
incessantly,adverb,n,strongsubj,_rb,^incessantly_rb
incitement,adj,n,weaksubj,_jj,^incitement_jj
incitement,noun,n,weaksubj,_nn,^incitement_nn
incivility,noun,n,strongsubj,_nn,^incivility_nn
inclement,adj,n,weaksubj,_jj,^inclement_jj
incognizant,adj,n,strongsubj,_jj,^incognizant_jj
incoherence,noun,n,strongsubj,_nn,^incoherence_nn
incoherent,adj,n,strongsubj,_jj,^incoherent_jj
incoherently,adj,n,strongsubj,_jj,^incoherently_jj
incommensurate,adj,n,strongsubj,_jj,^incommensurate_jj
incomparable,adj,n,weaksubj,_jj,^incomparable_jj
incomparably,adverb,n,weaksubj,_rb,^incomparably_rb
incompatibility,noun,n,weaksubj,_nn,^incompatibility_nn
incompatible,adj,n,weaksubj,_jj,^incompatible_jj
incompatible,noun,n,weaksubj,_nn,^incompatible_nn
incompetence,noun,n,strongsubj,_nn,^incompetence_nn
incompetent,adj,n,strongsubj,_jj,^incompetent_jj
incompetently,adverb,n,strongsubj,_rb,^incompetently_rb
incomplete,adj,n,weaksubj,_jj,^incomplete_jj
incompliant,adj,n,weaksubj,_jj,^incompliant_jj
incomprehensible,adj,n,strongsubj,_jj,^incomprehensible_jj
incomprehension,noun,n,strongsubj,_nn,^incomprehension_nn
inconceivable,adj,n,strongsubj,_jj,^inconceivable_jj
inconceivably,adverb,n,strongsubj,_rb,^inconceivably_rb
inconclusive,adj,n,weaksubj,_jj,^inconclusive_jj
incongruous,adj,n,strongsubj,_jj,^incongruous_jj
incongruously,adverb,n,strongsubj,_rb,^incongruously_rb
inconsequent,adj,n,strongsubj,_jj,^inconsequent_jj
inconsequently,adverb,n,strongsubj,_rb,^inconsequently_rb
inconsequential,adj,n,strongsubj,_jj,^inconsequential_jj
inconsequentially,adverb,n,strongsubj,_rb,^inconsequentially_rb
inconsiderate,adj,n,strongsubj,_jj,^inconsiderate_jj
inconsiderately,adverb,n,strongsubj,_rb,^inconsiderately_rb
inconsistence,noun,n,strongsubj,_nn,^inconsistence_nn
inconsistencies,adj,n,strongsubj,_jj,^inconsistencies_jj
inconsistencies,noun,n,strongsubj,_nn,^inconsistencies_nn
inconsistency,noun,n,weaksubj,_nn,^inconsistency_nn
inconsistent,adj,n,weaksubj,_jj,^inconsistent_jj
inconsolable,adj,n,strongsubj,_jj,^inconsolable_jj
inconstant,adj,n,strongsubj,_jj,^inconstant_jj
inconvenience,adj,n,strongsubj,_jj,^inconvenience_jj
inconvenience,noun,n,strongsubj,_nn,^inconvenience_nn
incorrigible,adj,n,strongsubj,_jj,^incorrigible_jj
incorrigibly,adverb,n,strongsubj,_rb,^incorrigibly_rb
incredulous,adj,n,strongsubj,_jj,^incredulous_jj
indecency,noun,n,strongsubj,_nn,^indecency_nn
indecent,adj,n,strongsubj,_jj,^indecent_jj
indecision,noun,n,strongsubj,_nn,^indecision_nn
indecisive,adj,n,strongsubj,_jj,^indecisive_jj
indecisively,adverb,n,strongsubj,_rb,^indecisively_rb
indecorum,noun,n,strongsubj,_nn,^indecorum_nn
indefensible,adj,n,strongsubj,_jj,^indefensible_jj
indefensible,noun,n,strongsubj,_nn,^indefensible_nn
indefinite,adj,n,weaksubj,_jj,^indefinite_jj
indefinitely,adverb,n,weaksubj,_rb,^indefinitely_rb
indelicate,adj,n,strongsubj,_jj,^indelicate_jj
indeterminable,adj,n,weaksubj,_jj,^indeterminable_jj
indeterminably,adverb,n,weaksubj,_rb,^indeterminably_rb
indeterminate,adj,n,weaksubj,_jj,^indeterminate_jj
indifference,noun,n,strongsubj,_nn,^indifference_nn
indifferent,adj,n,strongsubj,_jj,^indifferent_jj
indigent,adj,n,weaksubj,_jj,^indigent_jj
indignant,adj,n,strongsubj,_jj,^indignant_jj
indignation,noun,n,strongsubj,_nn,^indignation_nn
indignity,adj,n,strongsubj,_jj,^indignity_jj
indignity,noun,n,strongsubj,_nn,^indignity_nn
indiscernible,adj,n,weaksubj,_jj,^indiscernible_jj
indiscreet,adj,n,strongsubj,_jj,^indiscreet_jj
indiscreet,noun,n,strongsubj,_nn,^indiscreet_nn
indiscreetly,adverb,n,strongsubj,_rb,^indiscreetly_rb
indiscriminate,adj,n,strongsubj,_jj,^indiscriminate_jj
indiscriminating,adj,n,strongsubj,_jj,^indiscriminating_jj
indiscriminately,adverb,n,strongsubj,_rb,^indiscriminately_rb
indisposed,adj,n,strongsubj,_jj,^indisposed_jj
indistinct,adj,n,weaksubj,_jj,^indistinct_jj
indistinctive,adj,n,weaksubj,_jj,^indistinctive_jj
indoctrination,adj,n,strongsubj,_jj,^indoctrination_jj
indoctrination,noun,n,strongsubj,_nn,^indoctrination_nn
indolent,adj,n,strongsubj,_jj,^indolent_jj
ineffective,adj,n,weaksubj,_jj,^ineffective_jj
ineffectively,adverb,n,weaksubj,_rb,^ineffectively_rb
ineffectiveness,noun,n,weaksubj,_nn,^ineffectiveness_nn
ineffectual,adj,n,weaksubj,_jj,^ineffectual_jj
ineffectually,adverb,n,weaksubj,_rb,^ineffectually_rb
ineffectualness,noun,n,weaksubj,_nn,^ineffectualness_nn
inefficacious,adj,n,strongsubj,_jj,^inefficacious_jj
inefficacious,noun,n,strongsubj,_nn,^inefficacious_nn
inefficacy,noun,n,strongsubj,_nn,^inefficacy_nn
inefficiency,noun,n,weaksubj,_nn,^inefficiency_nn
inefficient,adj,n,weaksubj,_jj,^inefficient_jj
inefficiently,adverb,n,weaksubj,_rb,^inefficiently_rb
ineligible,adj,n,weaksubj,_jj,^ineligible_jj
inelegance,noun,n,strongsubj,_nn,^inelegance_nn
inelegant,adj,n,strongsubj,_jj,^inelegant_jj
ineloquent,adj,n,strongsubj,_jj,^ineloquent_jj
ineloquently,adverb,n,strongsubj,_rb,^ineloquently_rb
inept,adj,n,strongsubj,_jj,^inept_jj
ineptitude,noun,n,strongsubj,_nn,^ineptitude_nn
inequalities,adj,n,weaksubj,_jj,^inequalities_jj
inequalities,noun,n,weaksubj,_nn,^inequalities_nn
inequality,adj,n,strongsubj,_jj,^inequality_jj
inequality,noun,n,strongsubj,_nn,^inequality_nn
inequitable,adj,n,strongsubj,_jj,^inequitable_jj
inequitably,adverb,n,strongsubj,_rb,^inequitably_rb
inequities,adj,n,strongsubj,_jj,^inequities_jj
inequities,noun,n,strongsubj,_nn,^inequities_nn
inertia,adj,n,weaksubj,_jj,^inertia_jj
inertia,noun,n,weaksubj,_nn,^inertia_nn
inescapable,adj,n,strongsubj,_jj,^inescapable_jj
inescapably,adj,n,strongsubj,_jj,^inescapably_jj
inessential,adj,n,strongsubj,_jj,^inessential_jj
inevitable,adj,n,strongsubj,_jj,^inevitable_jj
inevitable,noun,n,strongsubj,_nn,^inevitable_nn
inevitably,adverb,n,strongsubj,_rb,^inevitably_rb
inexact,adj,n,weaksubj,_jj,^inexact_jj
inexcusable,adj,n,strongsubj,_jj,^inexcusable_jj
inexcusably,adverb,n,strongsubj,_rb,^inexcusably_rb
inexorable,adj,n,strongsubj,_jj,^inexorable_jj
inexorably,adverb,n,strongsubj,_rb,^inexorably_rb
inexperience,noun,n,weaksubj,_nn,^inexperience_nn
inexperienced,adj,n,weaksubj,_jj,^inexperienced_jj
inexpert,adj,n,weaksubj,_jj,^inexpert_jj
inexpertly,adverb,n,weaksubj,_rb,^inexpertly_rb
inexpiable,adj,n,strongsubj,_jj,^inexpiable_jj
inexplainable,adj,n,strongsubj,_jj,^inexplainable_jj
inexplicable,adj,n,strongsubj,_jj,^inexplicable_jj
inextricable,adj,n,strongsubj,_jj,^inextricable_jj
inextricably,adverb,n,strongsubj,_rb,^inextricably_rb
infamous,adj,n,strongsubj,_jj,^infamous_jj
infamously,adverb,n,strongsubj,_rb,^infamously_rb
infamy,noun,n,strongsubj,_nn,^infamy_nn
inferior,adj,n,strongsubj,_jj,^inferior_jj
inferiority,noun,n,strongsubj,_nn,^inferiority_nn
infernal,adj,n,strongsubj,_jj,^infernal_jj
infested,adj,n,weaksubj,_jj,^infested_jj
infidel,noun,n,strongsubj,_nn,^infidel_nn
infidels,noun,n,strongsubj,_nn,^infidels_nn
infiltrator,noun,n,weaksubj,_nn,^infiltrator_nn
infiltrators,adj,n,weaksubj,_jj,^infiltrators_jj
infiltrators,noun,n,weaksubj,_nn,^infiltrators_nn
infirm,adj,n,strongsubj,_jj,^infirm_jj
inflammatory,adj,n,strongsubj,_jj,^inflammatory_jj
inflated,adj,n,weaksubj,_jj,^inflated_jj
inflationary,adj,n,weaksubj,_jj,^inflationary_jj
inflexible,adj,n,strongsubj,_jj,^inflexible_jj
infraction,noun,n,weaksubj,_nn,^infraction_nn
infringement,noun,n,strongsubj,_nn,^infringement_nn
infringements,adj,n,strongsubj,_jj,^infringements_jj
infringements,noun,n,strongsubj,_nn,^infringements_nn
infuriated,adj,n,strongsubj,_jj,^infuriated_jj
inglorious,adj,n,strongsubj,_jj,^inglorious_jj
ingrate,noun,n,strongsubj,_nn,^ingrate_nn
ingratitude,noun,n,strongsubj,_nn,^ingratitude_nn
inhibition,noun,n,weaksubj,_nn,^inhibition_nn
inhospitable,adj,n,strongsubj,_jj,^inhospitable_jj
inhospitality,noun,n,strongsubj,_nn,^inhospitality_nn
inhuman,adj,n,strongsubj,_jj,^inhuman_jj
inhumane,adj,n,strongsubj,_jj,^inhumane_jj
inhumanity,noun,n,strongsubj,_nn,^inhumanity_nn
inimical,adj,n,strongsubj,_jj,^inimical_jj
inimically,adverb,n,strongsubj,_rb,^inimically_rb
iniquitous,adj,n,strongsubj,_jj,^iniquitous_jj
iniquity,noun,n,strongsubj,_nn,^iniquity_nn
injudicious,adj,n,strongsubj,_jj,^injudicious_jj
injurious,adj,n,weaksubj,_jj,^injurious_jj
injury,noun,n,weaksubj,_nn,^injury_nn
injustice,adj,n,strongsubj,_jj,^injustice_jj
injustice,noun,n,strongsubj,_nn,^injustice_nn
injustices,adj,n,strongsubj,_jj,^injustices_jj
injustices,noun,n,strongsubj,_nn,^injustices_nn
innuendo,adj,n,strongsubj,_jj,^innuendo_jj
innuendo,noun,n,strongsubj,_nn,^innuendo_nn
inopportune,adj,n,strongsubj,_jj,^inopportune_jj
inordinate,adj,n,strongsubj,_jj,^inordinate_jj
insane,adj,n,strongsubj,_jj,^insane_jj
insanity,noun,n,strongsubj,_nn,^insanity_nn
insatiable,adj,n,strongsubj,_jj,^insatiable_jj
insecure,adj,n,weaksubj,_jj,^insecure_jj
insecurity,adj,n,strongsubj,_jj,^insecurity_jj
insecurity,noun,n,strongsubj,_nn,^insecurity_nn
insensible,adj,n,weaksubj,_jj,^insensible_jj
insensitive,adj,n,strongsubj,_jj,^insensitive_jj
insensitively,adverb,n,strongsubj,_rb,^insensitively_rb
insensitivity,adj,n,strongsubj,_jj,^insensitivity_jj
insensitivity,noun,n,strongsubj,_nn,^insensitivity_nn
insidious,adj,n,strongsubj,_jj,^insidious_jj
insignificance,noun,n,weaksubj,_nn,^insignificance_nn
insignificant,adj,n,weaksubj,_jj,^insignificant_jj
insignificantly,adverb,n,weaksubj,_rb,^insignificantly_rb
insincere,adj,n,strongsubj,_jj,^insincere_jj
insincerely,adverb,n,strongsubj,_rb,^insincerely_rb
insincerity,noun,n,strongsubj,_nn,^insincerity_nn
insinuating,adj,n,strongsubj,_jj,^insinuating_jj
insinuation,adj,n,strongsubj,_jj,^insinuation_jj
insinuation,noun,n,strongsubj,_nn,^insinuation_nn
insociable,adj,n,strongsubj,_jj,^insociable_jj
isolation,noun,n,weaksubj,_nn,^isolation_nn
insolence,noun,n,strongsubj,_nn,^insolence_nn
insolent,adj,n,strongsubj,_jj,^insolent_jj
insolvent,adj,n,weaksubj,_jj,^insolvent_jj
insouciance,noun,n,strongsubj,_nn,^insouciance_nn
instability,noun,n,weaksubj,_nn,^instability_nn
instable,adj,n,weaksubj,_jj,^instable_jj
instigator,noun,n,strongsubj,_nn,^instigator_nn
instigators,noun,n,strongsubj,_nn,^instigators_nn
insubordinate,adj,n,weaksubj,_jj,^insubordinate_jj
insubstantial,adj,n,strongsubj,_jj,^insubstantial_jj
insubstantially,adverb,n,strongsubj,_rb,^insubstantially_rb
insufferable,adj,n,strongsubj,_jj,^insufferable_jj
insufferably,adverb,n,strongsubj,_rb,^insufferably_rb
insufficiency,noun,n,weaksubj,_nn,^insufficiency_nn
insufficient,adj,n,weaksubj,_jj,^insufficient_jj
insufficiently,adverb,n,weaksubj,_rb,^insufficiently_rb
insular,adj,n,weaksubj,_jj,^insular_jj
insult,noun,n,strongsubj,_nn,^insult_nn
insulted,adj,n,strongsubj,_jj,^insulted_jj
insulting,adj,n,strongsubj,_jj,^insulting_jj
insupportable,adj,n,strongsubj,_jj,^insupportable_jj
insupportably,adverb,n,strongsubj,_rb,^insupportably_rb
insurmountable,adj,n,weaksubj,_jj,^insurmountable_jj
insurmountably,adverb,n,weaksubj,_rb,^insurmountably_rb
insurrection,adj,n,weaksubj,_jj,^insurrection_jj
insurrection,noun,n,weaksubj,_nn,^insurrection_nn
interference,adj,n,weaksubj,_jj,^interference_jj
interference,noun,n,weaksubj,_nn,^interference_nn
intermittent,adj,n,weaksubj,_jj,^intermittent_jj
interruption,noun,n,weaksubj,_nn,^interruption_nn
intimidation,adj,n,weaksubj,_jj,^intimidation_jj
intimidation,noun,n,weaksubj,_nn,^intimidation_nn
intolerable,adj,n,strongsubj,_jj,^intolerable_jj
intolerance,adj,n,strongsubj,_jj,^intolerance_jj
intolerance,noun,n,strongsubj,_nn,^intolerance_nn
intractable,adj,n,weaksubj,_jj,^intractable_jj
intransigence,adj,n,strongsubj,_jj,^intransigence_jj
intransigence,noun,n,strongsubj,_nn,^intransigence_nn
intrusion,noun,n,weaksubj,_nn,^intrusion_nn
intrusive,adj,n,strongsubj,_jj,^intrusive_jj
invader,adj,n,weaksubj,_jj,^invader_jj
invader,noun,n,weaksubj,_nn,^invader_nn
invalid,adj,n,strongsubj,_jj,^invalid_jj
invalidity,noun,n,strongsubj,_nn,^invalidity_nn
invasive,adj,n,weaksubj,_jj,^invasive_jj
invidious,adj,n,strongsubj,_jj,^invidious_jj
invidiousness,noun,n,strongsubj,_nn,^invidiousness_nn
involuntarily,adverb,n,weaksubj,_rb,^involuntarily_rb
involuntary,adj,n,weaksubj,_jj,^involuntary_jj
irate,adj,n,strongsubj,_jj,^irate_jj
ire,noun,n,strongsubj,_nn,^ire_nn
ironic,adj,n,strongsubj,_jj,^ironic_jj
ironies,adj,n,strongsubj,_jj,^ironies_jj
ironies,noun,n,strongsubj,_nn,^ironies_nn
irrational,adj,n,strongsubj,_jj,^irrational_jj
irrationality,noun,n,strongsubj,_nn,^irrationality_nn
irreconcilable,adj,n,strongsubj,_jj,^irreconcilable_jj
irredeemable,adj,n,strongsubj,_jj,^irredeemable_jj
irredeemably,adverb,n,strongsubj,_rb,^irredeemably_rb
irreformable,adj,n,strongsubj,_jj,^irreformable_jj
irregular,adj,n,weaksubj,_jj,^irregular_jj
irregularity,noun,n,weaksubj,_nn,^irregularity_nn
irrelevance,noun,n,strongsubj,_nn,^irrelevance_nn
irrelevant,adj,n,strongsubj,_jj,^irrelevant_jj
irreparable,adj,n,strongsubj,_jj,^irreparable_jj
irreplacible,adj,n,strongsubj,_jj,^irreplacible_jj
irrepressible,adj,n,strongsubj,_jj,^irrepressible_jj
irresolute,adj,n,strongsubj,_jj,^irresolute_jj
irresolvable,adj,n,weaksubj,_jj,^irresolvable_jj
irresponsible,adj,n,strongsubj,_jj,^irresponsible_jj
irresponsibly,adverb,n,strongsubj,_rb,^irresponsibly_rb
irretrievable,adj,n,weaksubj,_jj,^irretrievable_jj
irreverence,noun,n,strongsubj,_nn,^irreverence_nn
irreverent,adj,n,strongsubj,_jj,^irreverent_jj
irreverently,adverb,n,strongsubj,_rb,^irreverently_rb
irreversible,adj,n,strongsubj,_jj,^irreversible_jj
irreversible,noun,n,strongsubj,_nn,^irreversible_nn
irritable,adj,n,strongsubj,_jj,^irritable_jj
irritably,adverb,n,strongsubj,_rb,^irritably_rb
irritant,noun,n,weaksubj,_nn,^irritant_nn
irritated,adj,n,strongsubj,_jj,^irritated_jj
irritation,adj,n,strongsubj,_jj,^irritation_jj
irritation,noun,n,strongsubj,_nn,^irritation_nn
isolated,adj,n,weaksubj,_jj,^isolated_jj
isolation,noun,n,weaksubj,_nn,^isolation_nn
jaded,adj,n,strongsubj,_jj,^jaded_jj
jam,noun,n,weaksubj,_nn,^jam_nn
jaundiced,adj,n,strongsubj,_jj,^jaundiced_jj
jealous,adj,n,strongsubj,_jj,^jealous_jj
jealousness,noun,n,strongsubj,_nn,^jealousness_nn
jealousy,noun,n,strongsubj,_nn,^jealousy_nn
jeer,noun,n,strongsubj,_nn,^jeer_nn
jeers,noun,n,strongsubj,_nn,^jeers_nn
jeopardy,noun,n,strongsubj,_nn,^jeopardy_nn
jittery,adj,n,strongsubj,_jj,^jittery_jj
jobless,adj,n,weaksubj,_jj,^jobless_jj
joker,noun,n,strongsubj,_nn,^joker_nn
jumpy,adj,n,weaksubj,_jj,^jumpy_jj
junk,noun,n,weaksubj,_nn,^junk_nn
junky,adj,n,weaksubj,_jj,^junky_jj
juvenile,adj,n,weaksubj,_jj,^juvenile_jj
kaput,adj,n,strongsubj,_jj,^kaput_jj
keen,noun,n,strongsubj,_nn,^keen_nn
kick,adj,n,strongsubj,_jj,^kick_jj
kick,noun,n,strongsubj,_nn,^kick_nn
killer,noun,n,weaksubj,_nn,^killer_nn
killer,noun,n,weaksubj,_nn,^killer_nn
killjoy,noun,n,strongsubj,_nn,^killjoy_nn
knave,noun,n,strongsubj,_nn,^knave_nn
knock,noun,n,weaksubj,_nn,^knock_nn
kook,noun,n,strongsubj,_nn,^kook_nn
kooky,adj,n,strongsubj,_jj,^kooky_jj
lack,adj,n,strongsubj,_jj,^lack_jj
lack,noun,n,strongsubj,_nn,^lack_nn
lackadaisical,adj,n,strongsubj,_jj,^lackadaisical_jj
lackey,noun,n,strongsubj,_nn,^lackey_nn
lackeys,adj,n,strongsubj,_jj,^lackeys_jj
lackeys,noun,n,strongsubj,_nn,^lackeys_nn
lacking,adj,n,strongsubj,_jj,^lacking_jj
laconic,adj,n,strongsubj,_jj,^laconic_jj
lame,adj,n,weaksubj,_jj,^lame_jj
lame-duck,adj,n,strongsubj,_jj,^lame-duck_jj
languid,adj,n,strongsubj,_jj,^languid_jj
lanky,adj,n,weaksubj,_jj,^lanky_jj
languor,noun,n,strongsubj,_nn,^languor_nn
languorous,adj,n,strongsubj,_jj,^languorous_jj
languorously,adverb,n,strongsubj,_rb,^languorously_rb
lapse,noun,n,weaksubj,_nn,^lapse_nn
lascivious,adj,n,strongsubj,_jj,^lascivious_jj
last-ditch,adj,n,strongsubj,_jj,^last-ditch_jj
last-ditch,noun,n,strongsubj,_nn,^last-ditch_nn
laugh,noun,n,strongsubj,_nn,^laugh_nn
laughingstock,noun,n,strongsubj,_nn,^laughingstock_nn
laughter,noun,n,strongsubj,_nn,^laughter_nn
lawbreaker,adj,n,strongsubj,_jj,^lawbreaker_jj
lawless,adj,n,strongsubj,_jj,^lawless_jj
lawlessness,adj,n,strongsubj,_jj,^lawlessness_jj
lawlessness,noun,n,strongsubj,_nn,^lawlessness_nn
lax,adj,n,strongsubj,_jj,^lax_jj
lax,noun,n,strongsubj,_nn,^lax_nn
lazy,adj,n,strongsubj,_jj,^lazy_jj
leakage,noun,n,weaksubj,_nn,^leakage_nn
leaky,adj,n,weaksubj,_jj,^leaky_jj
lech,noun,n,strongsubj,_nn,^lech_nn
lecher,noun,n,strongsubj,_nn,^lecher_nn
lecher,noun,n,strongsubj,_nn,^lecher_nn
lecherous,adj,n,strongsubj,_jj,^lecherous_jj
lechery,noun,n,strongsubj,_nn,^lechery_nn
lecture,noun,n,weaksubj,_nn,^lecture_nn
leech,adj,n,strongsubj,_jj,^leech_jj
leech,noun,n,strongsubj,_nn,^leech_nn
leer,noun,n,strongsubj,_nn,^leer_nn
leery,adj,n,strongsubj,_jj,^leery_jj
left-leaning,adj,n,strongsubj,_jj,^left-leaning_jj
less,adverb,n,weaksubj,_rb,^less_rb
less-developed,adj,n,weaksubj,_jj,^less-developed_jj
lesser-known,adj,n,weaksubj,_jj,^lesser-known_jj
letch,noun,n,strongsubj,_nn,^letch_nn
lethal,adj,n,weaksubj,_jj,^lethal_jj
lethargic,adj,n,weaksubj,_jj,^lethargic_jj
lethargy,noun,n,weaksubj,_nn,^lethargy_nn
lewd,adj,n,strongsubj,_jj,^lewd_jj
lewdly,adverb,n,strongsubj,_rb,^lewdly_rb
lewdness,noun,n,strongsubj,_nn,^lewdness_nn
liable,adj,n,weaksubj,_jj,^liable_jj
liability,adj,n,strongsubj,_jj,^liability_jj
liability,noun,n,strongsubj,_nn,^liability_nn
liar,adj,n,strongsubj,_jj,^liar_jj
liar,noun,n,strongsubj,_nn,^liar_nn
liars,adj,n,strongsubj,_jj,^liars_jj
liars,noun,n,strongsubj,_nn,^liars_nn
licentious,adj,n,strongsubj,_jj,^licentious_jj
licentiously,adverb,n,strongsubj,_rb,^licentiously_rb
licentiousness,noun,n,strongsubj,_nn,^licentiousness_nn
lie,adj,n,strongsubj,_jj,^lie_jj
lie,noun,n,strongsubj,_nn,^lie_nn
lie,verb,n,weaksubj,_vb,^lie_vb
lier,noun,n,strongsubj,_nn,^lier_nn
lies,adj,n,strongsubj,_jj,^lies_jj
lies,noun,n,strongsubj,_nn,^lies_nn
life-threatening,adj,n,weaksubj,_jj,^life-threatening_jj
lifeless,adj,n,weaksubj,_jj,^lifeless_jj
limit,adj,n,weaksubj,_jj,^limit_jj
limitation,noun,n,weaksubj,_nn,^limitation_nn
limited,adj,n,weaksubj,_jj,^limited_jj
limp,adj,n,strongsubj,_jj,^limp_jj
listless,adj,n,strongsubj,_jj,^listless_jj
litigious,adj,n,strongsubj,_jj,^litigious_jj
little,adj,n,strongsubj,_jj,^little_jj
little-known,adj,n,strongsubj,_jj,^little-known_jj
loath,adj,n,strongsubj,_jj,^loath_jj
loathe,adj,n,strongsubj,_jj,^loathe_jj
loathsome,adj,n,strongsubj,_jj,^loathsome_jj
lone,adj,n,strongsubj,_jj,^lone_jj
lone,noun,n,strongsubj,_nn,^lone_nn
loneliness,noun,n,strongsubj,_nn,^loneliness_nn
lonely,adj,n,strongsubj,_jj,^lonely_jj
lonesome,adj,n,strongsubj,_jj,^lonesome_jj
longing,noun,n,strongsubj,_nn,^longing_nn
loophole,noun,n,strongsubj,_nn,^loophole_nn
loopholes,adj,n,strongsubj,_jj,^loopholes_jj
loopholes,noun,n,strongsubj,_nn,^loopholes_nn
loot,verb,n,strongsubj,_vb,^loot_vb
lorn,adj,n,strongsubj,_jj,^lorn_jj
losing,adj,n,strongsubj,_jj,^losing_jj
losing,noun,n,strongsubj,_nn,^losing_nn
loser,noun,n,weaksubj,_nn,^loser_nn
loss,noun,n,weaksubj,_nn,^loss_nn
lost,adj,n,weaksubj,_jj,^lost_jj
lousy,adj,n,strongsubj,_jj,^lousy_jj
loveless,adj,n,strongsubj,_jj,^loveless_jj
lovelorn,adj,n,strongsubj,_jj,^lovelorn_jj
low,adj,n,weaksubj,_jj,^low_jj
low-rated,adj,n,strongsubj,_jj,^low-rated_jj
